Year,Title,Abstract,Authors,Affiliations,URL
2010,Wild Systems Theory: Overcoming the Computational-Ecological Divide,"For years, there has been a tension between computationalist cognitive scientists who utilize the notion of representation and efficient-cause in their accounts of mind, and dynamical-systems oriented ecological psychologists who eschew representationalism and efficient-cause in favor of multi-scale, contingent interactions and embodiment. The present paper presents a recently-developed theory of embodiment, Wild Systems Theory (WST), that was developed to overcome this riff. WST conceptualizes organisms as multi-scale self-sustaining embodiments of the phylogenetic, cultural, social, and developmental contexts in which they emerged and in which they sustain themselves. Such self-sustaining embodiments of context are naturally and necessarily about the multi-scale contexts they embody. As a result, meaning (i.e., content) is constitutive of what they are. This approach to content overcomes the computationalist need for representation while simultaneously satisfying the ecological penchant for multi-scale contingent interactions.",>Jerome Scott Jordan,>Illinois State University,https://mindmodeling.org/cogsci2010/papers/0001/index.html
2010,Framing and Resource Activation: Bridging the Cognitive-Situative Divide Using a Dynamic Unit of Cognitive Analysis,"Theory in cognitive science often splits into those who treat cognition as occurring in individual minds those who treat it as situated or distributed, as irreducibly a matter of an individual-in-a-setting or of multiple individuals and artifacts. Prominent accounts have treated this split as between incommensurable paradigms (Sfard, 1998), competing theories (Greeno, 1997), and as complementary perspectives (Cobb, 1994). In the present paper, however, we argue that the accounts can be seen as theoretically continuous, differing in the scale of dynamics, such that a ""society of mind"" (Minsky, 1988) model of individual cognition is theoretically continuous with a ""mind of society"" model of social cognition. We sketch our framework and show how it leads to this continuity. We also argue that the relevant scale in any instance should be guided by the evidence, rather than based on purely a priori commitments.",>Luke Conlin>Ayush Gupta>David Hammer,">University of Maryland, College Park>University of Maryland, College Park>University of Maryland, College Park",https://mindmodeling.org/cogsci2010/papers/0002/index.html
2010,Modeling Personality and Individual Differences: The Approach-Avoid-Conflict Triad,"Personality is the unique patterning of affect, behavior, cognition and desires in individuals across time and situations. This patterning can occur on different information processing levels, specifically, the Reactive, Routine, and Reflective levels (Ortony et al., 2005), across these four domains. Reinforcement Sensitivity Theory (RST; Gray & McNaughton, 2000) provides a biological account of the functional subdivision of the reactive level into the approach, avoidance, and conflict systems. These systems differ in their sensitivities to different classes of cues, giving rise to personality differences. But, individuals also differ at the routine and reflective levels in terms of how they respond (cognitively, affectively, behaviorally and motivationally) to approach situations, avoidance situations, and internal conflicts. In this paper, we discuss how the approach-avoidance-conflict (AAC) triad can be used as a broad framework for incorporating personality and individual differences into theories of human cognitive architectures. We also present work in progress on a computer implementation of the AAC triad at the reactive level.",>Karl Fua>William Revelle>Andrew Ortony,">(1) Northwestern University; (2) Computational Cognition for Social Systems, Institute of High Performance Computing, Agency for Science, Technology and Research, Singapore>Northwestern University>(1) Northwestern University; (2) Computational Cognition for Social Systems, Institute of High Performance Computing, Agency for Science, Technology and Research, Singapore",https://mindmodeling.org/cogsci2010/papers/0003/index.html
2010,Understanding the Brain as an Endogenously Active Mechanism,"Although a reactive framework has long been dominant in cognitive science and neuroscience, an alternative framework emphasizing dynamics and endogenous activity has recently gained prominence. We review some of the evidence for endogenous activity and consider the implications not only for understanding cognition but also for accounts of explanation offered by philosophers of science. Our recent characterization of dynamic mechanistic explanation emphasizes the co-ordination of accounts of mechanisms that identify parts and operations with computational models of their activity. These can, and should, be extended to incorporate attention to mechanisms that are not only active, but endogenously active.",>William Bechtel>Adele Abrahamsen,>UCSD>UCSD,https://mindmodeling.org/cogsci2010/papers/0004/index.html
2010,Likability-Based Genres: Analysis and Evaluation of the Netflix Dataset,"This paper describes a new approach to defining genre. A model is presented that defines genre based on likability ratings rather than features of the content itself. By collecting hundreds of thousands of likability ratings, and incorporating these into a topic model, one can create genre categories that are interesting and intuitively plausible. Moreover, we give evidence that likability-based features can be used to predict human annotated genre labels more successfully than content-based features for the same data. Implications for outstanding questions in genre theory are discussed.",>Andrew Olney,>University of Memphis,https://mindmodeling.org/cogsci2010/papers/0005/index.html
2010,Constructing Typing-Time Corpora: A New Way to Answer Old Questions,"Many current studies in linguistics and psycholinguistics require the use of phonetically labeled speech data. Collecting and annotating such data is expensive and slow. An alternative approach makes use of pre-labeled speech corpora, but these are available for very few languages, might not contain the desired linguistic environment, and the construction of new ones is still expensive and time-consuming. We present a fast and cost-efficient method for constructing a new type of corpus which retains many of the advantages of phonetically labeled speech, typing-time corpora. In this paper we show that an English typing-time corpus collected over the web is sufficient to replicate word frequency and neighborhood density effects. We then demonstrate the transferability of this method to less studied languages and to different orthographies. We show that a smaller Hebrew typing corpus collected over the web can be used to find lengthening effects in infrequent Hebrew words.",>Uriel Cohen Priva,>Stanford,https://mindmodeling.org/cogsci2010/papers/0006/index.html
2010,Large-Scale Acquisition of Feature-Based Conceptual Representations from Textual Corpora,"Methods for estimating peoples conceptual knowledge have the potential to be very useful to theoretical research on conceptual semantics. Traditionally, feature-based conceptual representations have been estimated using property norm data; however, computational techniques have the potential to build such representations automatically. The automatic acquisition of feature-based conceptual representations from corpora is a challenging task, given the unconstrained nature of what can constitute a semantic feature. Existing computational methods typically do not target the full range of concept-relation-feature triples occurring in human generated norms (e.g. tiger have stripes) but rather focus on concept-feature tuples (e.g. tiger  stripes) or triples involving specific relations only. We investigate the large-scale extraction of concept-relation-feature triples and the usefulness of encyclopedic, syntactic and semantic information in guiding the extraction process. Our method extracts candidate triples (e.g. tiger have stripes, flute produce sound) from parsed corpus data and ranks them on the basis of semantic information. Our investigation shows the usefulness of external knowledge in guiding feature extraction and highlights issues of methodology and evaluation which need to be addressed in developing models for this task.",>Barry Devereux>Nicholas Pilkington>Thierry Poibeau>Anna Korhonen,>University of Cambridge>University of Cambridge>Laboratoire LaTTiCe-CNRS>University of Cambridge,https://mindmodeling.org/cogsci2010/papers/0007/index.html
2010,Are Random Representations Accurate Approximations of Lexical Semantics?,"A common assumption made by cognitive models is that lexical semantics can be approximated using randomly generated representations to stand in for word meaning. However, the use of random representations contains the hidden assumption that semantic similarity across randomly selected words is normally distributed. We evaluated this assumption by computing similarity distributions for randomly selected words from a number of well-know semantic measures and comparing them with the distributions from random representations commonly used in memory models.",>Brendan Johns>Michael Jones,>Indiana University>Indiana University,https://mindmodeling.org/cogsci2010/papers/0008/index.html
2010,A Neural Model of Rule Generation in Inductive Reasoning,"Inductive reasoning is a fundamental and complex aspect of human intelligence. In particular, how do subjects, given a set of particular examples, generate general descriptions of the rules governing that set? We present a biologically plausible method of accomplishing this task, and implement it in a spiking neuron model. We demonstrate the success of this model by applying it to the problem domain of Ravens Progressive Matrices, a widely used tool in the field of intelligence testing. The model is able to generate the rules necessary to correctly solve Ravens items, as well as recreate many of the experimental effects observed in human subjects.",>Daniel Rasmussen>Chris Eliasmith,>University of Waterloo>University of Waterloo,https://mindmodeling.org/cogsci2010/papers/0009/index.html
2010,The Effects of Domain and Type of Knowledge on Category-Based Inductive Reasoning,"Accounts of category-based inductive reasoning can be distinguished by the emphasis they place on structured versus unstructured knowledge. In addition, it has been claimed that certain domains of structured knowledge are more available than others. Using a speeded task paradigm, participants rated the strength of inductive arguments in which the categories were either strongly or weakly associated and shared a taxonomic or causal relation.. Strongly associated categories received higher inductive strength ratings than weakly associated category pairs, regardless of the domain by which the categories were related. Strength of association was highly predictive of inductive strength ratings, but more additional variance was accounted for by beliefs about taxonomic and causal relations when people were not under time pressure. This suggests that, regardless of knowledge domain, maximizing inductive potency relies on the use of both structured and unstructured knowledge, depending on available mental resources.",>Aimée Kay Crisp-Bright>Aidan  Feeney,">Durham University>Queen's University, Belfast",https://mindmodeling.org/cogsci2010/papers/0010/index.html
2010,Learning hypothesis spaces and dimensions through concept learning,"Generalizing a property from a set of objects to a new object is a fundamental problem faced by the human cognitive system, and a long-standing topic of investigation in psychology. Classic analyses suggest that the probability with which people generalize a property from one stimulus to another depends on the distance between those stimuli in psychological space. This raises the question of how people identify an appropriate metric for determining the distance between novel stimuli. In particular, how do people determine if two dimensions should be treated as separable, with distance measured along each dimension independently (as in an $L_1$ metric), or integral, supporting Euclidean distance (as in an $L_2$ metric)? We build on an existing Bayesian model of generalization to show that learning a metric can be formalized as a problem of learning a hypothesis space for generalization, and that both ideal and human learners can learn appropriate hypothesis spaces for a novel domain by learning concepts expressed in that domain.",>Joseph Austerweil>Thomas Griffiths,">University of California, Berkeley>University of California, Berkeley",https://mindmodeling.org/cogsci2010/papers/0011/index.html
2010,"The Role of ""Explaining Away"" in Human Abstract Rule Induction","Of great interest to cognitive science is how human learning is constrained to avoid spurious generalizations. While many constraints must be relatively experience-independent, past experience provides a rich source of guidance for subsequent learning. If a learner discovers some structure in part of the environment, this can inform her future hypotheses about that domain. If a general structure parsimoniously accounts for particular sub-patterns, a rational learner should not stipulate separate explanations for each detail without additional evidence, as the general structure has explained away the original evidence. In a grammar-learning experiment using tone sequences, manipulating learners prior exposure to a tone environment affects their sensitivity to the grammar-defining feature, in this case consecutive repeated tones. Grammar-learning performance is worse if context melodies are smooth, that is, if small intervals occur more often than large ones, as this smoothness is a general property that accounts for a high rate of repetition.",>Colin Dawson>LouAnn Gerken,>University of Arizona>University of Arizona,https://mindmodeling.org/cogsci2010/papers/0012/index.html
2010,An Analysis of the Working Memory Capacity Paradox,"In the literature on working memory (WM), a paradox exists according to which very similar memory tasks provide support for very different estimates of working memory capacity. The current paper analyses the conflicting estimates of a capacity of 4+/-1 with a capacity of 1. To this end a dynamic process model of short-term recognition is used to generate data to which exponential speed-accuracy trade-off functions are fitted. The results show that even though the process model has a capacity larger than one, the exponential SAT functions indicate a one-chunk hypothesis. Further nested modeling reveals, counter to the dominant belief, that retrieval rate is insensitive to differences in WM capacity. The resolution of the WM capacity paradox lies in the choice of dependent measure.",>Eddy J. Davelaar,">Birkbeck College, University of London",https://mindmodeling.org/cogsci2010/papers/0013/index.html
2010,Working Memory Load Affects Device-Specific but Not Task-Specific Error Rates,"Human error in routine procedural tasks is often attributed to momentary failures to remember what step to perform. We argue that task-specific steps, which can be defined as actions required to achieve a particular goal across a variety of different devices, are far less prone to error than device-specific steps, which can be defined as actions that are required for the operation of the device but do not directly contribute to the goal. An experiment is reported that supports this distinction, showing that device-specific steps are more error prone than task-specific steps. Moreover, we argue that these errors reflect a failure of memory because the error rate for device-specific steps was sensitive to increased working memory load, while the error rate for task-specific steps was not. The current work demonstrates that a distinction between device- and task-specific steps can be effective in explaining error patterns observed on a specific task.",>Maartje Ament>Anna Cox>Ann Blandford>Duncan Brumby,>University College London>University College London>University College London>University College London,https://mindmodeling.org/cogsci2010/papers/0014/index.html
2010,An examination of the ERP correlates of recognition memory using state-trace analysis.,"There has been much debate in recent years as to whether recognition memory is best described using a single or dual process model. State-trace analysis provides an atheoretical approach to determining the number of underlying psychological variables, or processes, that mediate the effect of one or more independent variables on the measured dependent variables. Recently, state-trace analysis has shown strong support for a single process interpretation of the behavioral results from recognition memory experiments. In this paper, we demonstrate, using state-trace analysis, that both the behavioral and electrophysiological results from recognition memory experiments are also supportive of a single process interpretation.",>Emily Freeman>Simon Dennis>John Dunn,>The University of Newcastle>The Ohio State University>The University of Adelaide,https://mindmodeling.org/cogsci2010/papers/0015/index.html
2010,Modeling Change in Recognition Bias with the Progression of Alzheimers,"One of the key memory tests in the clinical assessment and diagnosis of Alzheimers Disease (AD) is the recognition memory task. Models developed in cognitive psychology have previously been applied to help understand clinical data. In particular, Signal Detection Theory (SDT) models have been used, to separate peoples memory capabilities from their decision-making strategies. An important finding in this literature is that people with AD change their decision strategy in response to memory impairment, applying a more liberal criterion than people without AD. In this paper, we analyze clinical data that measures the progression of AD in a detailed way, using a theoretically motivated version of SDT, and applying hierarchical Bayesian methods to model individual differences. Our results corroborate many of the previous findings, but provide a more detailed focus on recognition performance with AD progression.",>James Pooley>Michael Lee>William Shankle,">University of California, Irvine>University of California, Irvine>Medical Care Corporation",https://mindmodeling.org/cogsci2010/papers/0016/index.html
2010,"Context, Syntactic Priming, and Referential Form in an Interactive Dialogue Task: Implications for Models of Alignment","Two experiments examined how context and syntactic priming interact to determine interlocutors choice of referential form. Pairs of naïve participants took turns producing descriptions of target pictures from a set of alternatives. The first experiment established that a contrast picture in the display (e.g. a striped cat in a display where a spotted cat was the target) primarily determined whether an adjective was used. Priming with an adjective had a only small, secondary effect on adjective use. However, when an adjective was used, it was more likely to occur in the prime-congruent structure than the alternative structure. Experiment 2 compared the effects of a prime produced by the dialogue partner with the effects of a pre-recorded prime played through headphones. Syntactic priming was significant only for the dialogue prime trials, indicating that priming may be stronger in dialogue than outside of dialogue, as previous work has suggested. However, even in dialogue, the primary factor that determined referential form was the set of alternatives. Our results begin to clarify the role of syntactic priming in dialogue, suggesting that it has at most a small effect on message formulation.",>Kathleen Carbary>Ellen Frohning>Michael Tanenhaus,>University of Rochester>University of Rochester>University of Rochester,https://mindmodeling.org/cogsci2010/papers/0017/index.html
2010,Converging Hands or Converging Minds?,"Interlocutors sometimes repeat each others representational hand gestures. We investigated if this is a case of direct mimicry of form, or whether perceiving a gesture gives rise to a semantic representation, which subsequently informs gesture production. For this we used an interactive route description task, in which a confederates gestures indicated the route in either the vertical or the horizontal plane and either with one or four fingers extended as an index. We found that perceiving vertical gestures led to an increase not only in participants production of vertical gestures, but also in their use of one finger as an index, suggesting that seeing vertical gestures caused participants to think of the route as on a map, which led them to point with one finger (as is common on a map) rather than four. Our results support the notion that repetition of meaningful gesture forms results from converging semantic representations.",>Lisette Mol>Emiel  Krahmer>Alfons Maes>Marc Swerts,>Tilburg University>Tilburg University>Tilburg University>Tilburg University,https://mindmodeling.org/cogsci2010/papers/0018/index.html
2010,Vocal Interaction Dynamics of Children With and Without Autism,"This study examines the temporal and directional characteristics of child-adult vocal exchanges in day-long naturalistic recordings of autism and typical control groups. In both populations, adults responded frequently (on average about 40% of responses) within 1s or less, a time thought to be conducive for contingency learning by the child. However, the time to adult response tended to be longer for the autism population. In the autism group, children also tended to follow more and lead less relative to the control group, as measured by differences in diagonal recurrence profiles computed based on cross recurrence plots. The results inform on the dynamics of naturalistic communicative interaction in normal development and therefore on the social context in which language develops. They also illustrate how large datasets and modern interaction analyses can expand our understanding of differences in children with autism, a population with both social and language deficits.",>Anne S. Warlaumont>D. Kimbrough Oller>Rick Dale>Jeffrey A. Richards>Jill Gilkerson>Dongxin Xu,>The University of Memphis>The University of Memphis>The University of Memphis>LENA Foundation>LENA Foundation>LENA Foundation,https://mindmodeling.org/cogsci2010/papers/0019/index.html
