Year,Title,Abstract,Authors,Affiliations,URL
2011,Tutorial on Model Comparison Methods,The question of how one should decide among competing explanations of data is at the heart of the scientific enterprise. Computational models of cognition are increasingly being advanced as descriptions and explanations of behavior in the cognitive sciences. The success of this line of inquiry depends on the availability of robust quantitative methods to guide the evaluation and selection of these models. The purpose of this tutorial is to introduce methods of evaluating and selecting among mathematical models of cognition. Our goal in the tutorial is to provide a good conceptual overview of methods of model comparison with illustrative examples using selected models in cognitive science.,>Jay Myung>Mark Pitt,>Ohio State University>Ohio State University,https://mindmodeling.org/cogsci2011/papers/0001/index.html
2011,"PRE-CogSci 2011  Bridging the gap between computational, empirical and theoretical approaches to reference","The PRE-CogSci 2011 workshop is a follow up to the first workshop on the Production of Referring Expressions: Bridging the gap between computational and empirical approaches to reference (PRE-CogSci 2009), organised on 29 July 2009 as part of the Annual Meeting of the Cognitive Science Society (CogSci 2009) in Amsterdam, The Netherlands. Given the strong interest that the production of referring expressions has attracted on both occasions, another PRE-CogSci workshop seems timely, and will be organized as part of the 2011 Annual Meeting in Boston, MA. This workshop is similar to the first in its topic and overall structure, but this time we also emphasise the role of theoretical linguistic work, explore new directions (e.g., referring expressions in dialogue), and organise a panel discussion on the way in which different research communities can benefit from each others' expertise on the production of language.",>Kees van Deemter>Albert Gatt>Roger van Gompel>Emiel Krahmer,">University	of	Aberdeen>University of Malta
Tilburg University>Dundee University>Tilburg University",https://mindmodeling.org/cogsci2011/papers/0002/index.html
2011,ACT-R Tutorial,"ACT-R (Anderson, Bothell, Byrne, Douglass, Lebiere & Qin, 2004) is a cognitive theory and simulation system for developing cognitive models. It assumes cognition emerges through the interaction of a procedural memory of productions with a declarative memory of chunks and independent modules for external perception and actions. Since its release in 1993, ACT-R has supported the development of over 100 cognitive models, published in the literature by many different researchers. These models cover topics as diverse as driving behavior, implicit memory, learning backgammon, metaphor processing, and emotion. This tutorial will discuss the latest version of ACT-R, ACT-R 6.0, which is more interruptible, achieves greater across-task parameter consistency, has better mechanisms of production learning, and is more in correspondence with our knowledge of brain functioning than previous versions (Figure 1).",>Niels Taatgen>Jelmer Borst,>University of Groningen>University of Groningen,https://mindmodeling.org/cogsci2011/papers/0003/index.html
2011,New Developments in the Cognitive Science of Religion. Hosted by the International Association for the Cognitive Science of Religion (IACSR),"The International Association for the Cognitive Science of Religion (IACSR) seeks to advance the naturalistic study of religion. The IACSR recognizes that the cognitive sciences encompass a wide array of disciplines and methods, including, among others, experimental research in psychology and neuroscience, computational modeling, ethnographic, historical, archaeological, and comparative studies of religious cognition, and the survey techniques of the social sciences. The main goal of the workshop is to introduce CSS members to topics that are cutting edge in the cognitive science of religion. Religion is obviously of global significance, and its study requires explanations from a variety of perspectives that involve broader issues relevant to cognitive science.",>Robert N. McCauley>Armin W. Geertz>Joseph Bulbulia,>Emory University>Aarhus University>Victoria University of Wellington,https://mindmodeling.org/cogsci2011/papers/0004/index.html
2011,Nengo and the Neural Engineering Framework: Connecting Cognitive Theory to Neuroscience,"As we learn more about the neural activity underlying cognitive function, there is an increasing demand to explicitly and quantitatively connect cognitive theories to neurological details. Bridging these levels provides benefits in both directions; aspects of the cognitive theory can predict and be constrained by neurological details, and the neurological details can identify important modifications to the overall cognitive theory.",>Chris Eliasmith>Terrence Stewart,>University of Waterloo>University of Waterloo,https://mindmodeling.org/cogsci2011/papers/0005/index.html
2011,"Tutorial on using the Psychology Experiment Building Language (PEBL) in the laboratory, the field, and the classroom","Laboratory and field research in cognitive science often uses computer-based tools to design experiments and collect data. Although researchers are typically happy to exchange the data obtained from such studies, sharing the actual software used to collect the data is more difficult. This partly stems from the widespread use of special-purpose proprietary software tools to collect data, which prevents exchange and review of the actual experiment specification (without purchasing costly licenses) and can at times even prevent researchers from accessing their own past experiments. Yet often, without a good understanding of the exact experiment, the data can be difficult to interpret. Furthermore, such systems are typically tied to a particular operating system platform, reducing the ability to exchange, modify, and evaluate details of an experiment.",>Shane Mueller,">Applied Research Associates, Inc.",https://mindmodeling.org/cogsci2011/papers/0006/index.html
2011,Tutorial: Doing Bayesian Data Analysis with R and BUGS,"This full-day tutorial shows you how to do Bayesian data analysis, hands on. The software is free. The intended audience is graduate students and other researchers who want a ground-floor introduction to Bayesian data analysis. No mathematical expertise is presumed. The tutorial progresses through the following topics. 9:00-10:30 Bayes' Rule, Grid Approximation, and R. 11:00-12:30 MCMC and BUGS; Linear Regression. 1:30-3:00 Hierarchical Models and Model Comparison. 3:30-5:00 Bayesian ANOVA; Power Analysis. Get software details at http://www.indiana.edu/~jkkteach/CogSci2011Tutorial.html",>John Kruschke,>Indiana University,https://mindmodeling.org/cogsci2011/papers/0007/index.html
2011,"Workshop: The Psychology of Negotiation: When, Why and How","Economic conditions are placing unprecedented pressures on universities and funding agencies. For young scholars, this translates into fewer postdoctoral and faculty lines. For highly experienced senior scholars, it emerges as fewer opportunities for new programs of research and collaborations, and this in turn limits the options available to senior scientists for training young scientists. Research and economic analyses predict that the impact of the economic crisis to be more detrimental for females than for males (see, e.g., the 2009 ILO Report on Women and the Economic Crisis). Against this backdrop, reports that recent male PhDs are almost three times more likely than recent female PhDs to initiate financial negotiations assume immense significance (Babcock & Laschever, 2003). Bowles will describe her recent work on gender and negotiation (Bowles, & Flynn, in press; Bowles, & Gelfand, in press; Bohnet, & Bowles, 2008)",>Hannah Riley Bowles>Laurie Beth Feldman>Janet van Hell>Judith Kroll>Suparna Rajaram,">Kennedy school, Harvard University>The University at Albany, SUNY
Haskins Labs>The Pennsylvania State University>The Pennsylvania State University>Stony Brook University",https://mindmodeling.org/cogsci2011/papers/0008/index.html
2011,Workshop on Computational Models of Spatial Language Interpretation -- CoSLI-2 in conjunction with CogSci 2011,"Competence in spatial language modeling is a cardinal issue in disciplines including Cognitive Psychology, Computational Linguistics, and Computer Science. Within Cognitive Psychology, the relation of spatial language to models of spatial representation and reasoning is considered essential to the development of more complete models of psycholinguistic and cognitive linguistic theories [1]. Meanwhile, within Computer Science and Computational Linguistics and Engineering, the development of a wide class of so-called situated systems such as robotics, virtual characters, and Geographic Information Systems is heavily dependent on the existence of adequate models of spatial language use [2].",>Joana Hois>Robert J. Ross>John Kelleher>John A. Bateman,>University of Bremen>Dublin Institute of Technology>Dublin Institute of Technology>University of Bremen,https://mindmodeling.org/cogsci2011/papers/0009/index.html
2011,Optimality Theory as a General Cognitive Architecture,"It was exactly 25 years ago that Paul Smolensky introduced Harmony Theory (Smolensky, 1986), a framework that would pursue an exciting, but certainly not straight path through linguistics (namely, Optimality Theory) and other cognitive domains. The goal of this workshop is not so much to look back to this path, but rather to discuss its potential continuation(s).",>Tamas Biro>Judit Gervain,">Amsterdam Center for Language and Cognition,
University of Amsterdam>Laboratoire Psychologie de la Perception
UMR 8158 CNRS-Paris Descartes",https://mindmodeling.org/cogsci2011/papers/0010/index.html
