Year,Title,Abstract,Authors,Affiliations,URL
2012,"Women in Cognitive Science sponsored interactive panel discussion: Professional advancement, leadership and international collaboration","Women in Cognitive Science conducts panels at yearly meetings of several professional societies. Their goal is to increase attention to the situation of women cognitive scientists, to better understand the reasons for existing problems of under representation in key positions, and to provide a forum for professional development that encourages both junior and senior scientists to consider the ways in which they might work with their own home institutions to effect change. Specific topics have addressed networking and collaboration, best practices for institutional transformation, and issues of family and academic careers. Speakers and panelists have included both women and men who represented senior and junior scientists and topics have focused on the experience of both faculty and administration in negotiating these issues and in developing policies that are likely to support women’s success. Its history demonstrates that WICS is in a unique position to address the concerns of junior as well as senior scientists in their professional careers.",>Laurie Beth Feldman>Janet van Hell>Judith Kroll>Suparna Rajaram,>University of Albany>Pennsylvania State University>Pennsylvania State University>Stony Brook University,https://mindmodeling.org/cogsci2012/papers/0001/index.html
2012,"Teleoperated Android as a Tool for Cognitive Studies, Communication and Art","Teleoperated androids are robots owning humanlike appearance equipped with semi-autonomous teleoperation facility. Since their birth, Geminoids and Telenoids have been used in a variety of domains throughout the world, from studies in various fields such as in cognitive psychology / neuroscience, social psychiatry, developmental psychology, robotics, and human-machine interface to philosophy and art. One example is the android drama which showed new possibilities on not only on usage for teleoperated android robots but for artistic representations as well as seeking purity in the natures of human beings. In this workshop, we will focus on the further enhanced and broadened usage of teleoperated androids that can provide new means for cognitive science studies, and can bridge the gap between cognitive neuroscience and the behavioral sciences, as well as philosophy, social science and arts, leading to a new way of understanding human beings.",>Shuichi Nishio>Hiroshi Ishiguro,">ATR, Japan>Osaka University, Japan",https://mindmodeling.org/cogsci2012/papers/0002/index.html
2012,Modeling the Perception of Intentions,"Attributing intentions to others based on observations of their behavior is a core cognitive ability. It is also a necessary precursor to social judgments such as judgments about responsibility and morality. The seminal work of Heider and Simmel (1944) highlighted the spontaneity, richness, and range of intention attributions that can be elicited by a stimulus as impoverished as moving geometric figures. Subsequent research has revealed a wide range of visuospatial cues that suggest specific intentions as well as observer attributes that influence judgments. How are such cues and observer attributes integrated into an inferred specific intention? A handful of processing models have used frameworks such as schema-matching or probabilistic inference to integrate such cues. This workshop will address two questions: 1) How have different fundamental paradigms fared in the quest for a model of human intention perception? and 2) What questions about this topic are most in need of answers?",>Barbara Tversky>Shimon Ullman>Dare Baldwin>Frank E. Pollick>Joshua Tenenbaum>Tao Gao>Peter Pantelis>David Pautler,>Stanford University>Weizmann Institute of Science>University of Oregon>University of Glasgow>MIT>MIT>Rutgers University>A*STAR Singapore,https://mindmodeling.org/cogsci2012/papers/0003/index.html
2012,And Now for Something Completely Different: Python in Cognitive Science,"The objective of this tutorial is to introduce and motivate the use of the Python programming language in cognitive science research. Within the last 10 years, the development of scientific and numerical libraries in Python has grown to the point where Python can now be used as a scientific and numerical computing environment comparable to products like Matlab and Mathematica. As of yet, however, it appears that knowledge of the potential applications of Python to research in cognitive science is still rather limited. The aim of this tutorial, therefore, is to describe these areas of application and to advocate the advantages and appeals of using Python as the principal programming language in cognitive science research. Given the generality of the tools being discussed, it is hoped that this tutorial will have widespread appeal and relevance.",>Mark Andrews>Jesse Diaz,>Nottingham Trent University>Nottingham Trent University,https://mindmodeling.org/cogsci2012/papers/0004/index.html
2012,Full day tutorial on Quantum models of cognition and decision,"This full day tutorial is an exposition of a rapidly growing new alternative approach to building computational models of cognition and decision based on quantum theory. Quantum theory provides a fundamentally different approach to logic, reasoning, probabilistic inference, and dynamical systems. For example, quantum logic does not follow the distributive axiom of Boolean logic; quantum probabilities do not obey the disjunctive axiom of Kolmogorov probability; quantum reasoning does not obey the principle of monotonic reasoning. It turns out that humans do not obey these restrictions either, which is why we consider a quantum approach. This tutorial will provide an exposition of the basic assumptions of classic versus quantum information processing theories. These basic assumptions will be examined, side by side, in a parallel and elementary manner.",>Jerome Busemeyer>Peter Bruza>Taiki Takahashi>Jennifer Trueblood,>Indiana University>Queensland University of Technology>Hokkaido University Japan>Indiana University,https://mindmodeling.org/cogsci2012/papers/0005/index.html
2012,Using Bayes to Interpret Non-significant Results,"The purpose of the tutorial is to present simple tools for dealing with non-significant results, an area which cognitive scientists have consistently found problematic. In particular, people will be taught how to apply Bayes Factors and likelihood intervals to draw meaningful inferences from non-significant data, using free easy-to-use on-line software: Software which allows one to determine whether there is strong evidence for the null and against one’s theory, or if the data are just insensitive, a distinction p_values cannot make. These tools have greater flexibility than power calculations and allow null results to be interpreted over a wider range of situations. Such tools should allow the publication of null results to become easier.",>Zoltan Dienes,">University of Sussex, Brighton, East Sussex, UK",https://mindmodeling.org/cogsci2012/papers/0006/index.html
2012,Nengo and the Neural Engineering Framework: From Spikes to Cognition,"As we learn more about the neural activity underlying cognitive function, there is an increasing demand to explicitly and quantitatively connect cognitive theories to neurological details. Bridging these levels provides benefits in both directions; aspects of the cognitive theory can predict and be constrained by neurological details, and the neurological details can in turn identify important modifications to the overall cognitive theory.",>Chris Eliasmith>Terrence Stewart,>University of Waterloo>University of Waterloo,https://mindmodeling.org/cogsci2012/papers/0007/index.html
2012,"Probability, programs, and the mind: Building structured Bayesian models of cognition","Human thought is remarkably flexible: we can think about infinitely many different situations despite uncertainty and novelty. Probabilistic models of cognition (Chater2006) have been successful at explaining a wide variety of learning and reasoning under uncertainty. They have borrowed tools from statistics and machine learning to explain phenomena from perception (Yuille2006) to language (Chater2006a). Traditional symbolic models (e.g. Newell1958, Anderson1998), by contrast, excel at explaining the productivity of thought, which follows from compositionality of symbolic representations. Indeed, there has been a gradual move toward more structured probabilistic models (Tenenbaum2011) that incorporate aspects of symbolic methods into probabilistic modeling. Unfortunately this movement has resulted in a complex ""zoo"" of Bayesian models. We have recently introduced the idea that using programs, and particularly probabilistic programs, as the representational substrate for probabilistic modeling tames this unruly zoo, fully unifies probabilistic with symbolic approaches, and opens new possibilities in cognitive modeling. The goal of this tutorial is to introduce probabilistic models of cognition from the point of view of probabilistic programming, both as a unifying idea for cognitive modeling and as a practical tool.",>Noah Goodman>Joshua Tenenbaum,>Stanford University>MIT,https://mindmodeling.org/cogsci2012/papers/0008/index.html
2012,Using Machine Learning for Exploratory Data Analysis,"This tutorial will introduce attendees to fundamental concepts in the clustering and dimensionality reduction fields of unsupervised machine learning. Attendees will learn about the assumptions algorithms make and how those assumptions can cause the algorithms to be more or less suited to particular datasets. Hands-on interaction with machine learning algorithms on real and synthetic data are a central component of this tutorial. Students will use the software platform Divvy (freely available from the Mac App Store or divvy.ucsd.edu) to visualize and analyze data in real time while testing the concepts learned during formal instruction. We encourage attendees to bring their Mac laptops and their own datasets for the hands-on portion of the tutorial, and if possible to email their datasets ahead of time to josh@cogsci.ucsd.edu. Attendees will leave the tutorial with a much better understanding of basic concepts in unsupervised machine learning. Pragmatically they will understand when to apply, e.g., k-means to a dataset versus single linkage clustering. Attendees will also learn how to integrate Divvy into their existing research workflow so that they can quickly test and compare machine learning algorithms on their data.",>Joshua Lewis>Virginia de Sa,">University of California, San Diego>University of California, San Diego",https://mindmodeling.org/cogsci2012/papers/0009/index.html
2012,Practical Advice on How to Run Human Behavioral Studies,"The lack of materials on the details of running human experiments can lead to a gap between theory and practice, which is particularly acute in cognitive science done outside of psychology depart¬ments. Conse¬quently, labs frequently must not only impart these practical skills to students infor¬mally but also must address misun¬derstandings arising from this divorce of theory and practice in their formal education. Researchers in psychology often end up appalled by the lack of this common but undocu¬mented sense when behavioral research is reported by researchers outside of psychology. This tutorial provides practical advice on how to run studies for beginning students and researchers coming starting to run studies.",>Frank Ritter>Jong kim,>psu>UCF,https://mindmodeling.org/cogsci2012/papers/0010/index.html
